# File: OTAQ_trn_data_EMF37.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn
# Source: 2021.10.05 Vehicle tables.xlsx workbook. BEV 3-wheeler data from UCD_trn_data_CORE file of CMP 316
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
India,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Passenger,LDV_4W,Van,FCEV,Hydrogen,Capital costs (infrastructure),2005$/veh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,7136.820565,6348.969745,5561.118924,5561.118924,5630.206988,5699.295051,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114,5768.383114
Africa,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,9340.224055,8089.23637,6838.248684,6838.248684,6719.679466,6601.110248,6482.541031,6466.419355,6450.297679,6434.176004,6418.054328,6401.932653,6385.810977,6369.689301,6353.567626,6337.44595,6337.44595
Africa,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,5285.768202,5366.225685,5446.683168,5446.683168,5504.198881,5561.714594,5619.230308,5595.320804,5571.4113,5547.501796,5523.592292,5499.682788,5475.773284,5451.863779,5427.954275,5404.044771,5404.044771
Africa,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,2515.33799,2202.532239,1889.726489,1889.726489,1912.047248,1934.368007,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766,1956.688766
Africa,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,4560.568672,3859.451699,3158.334726,3158.334726,3076.701651,2995.068577,2913.435503,2902.15033,2890.865157,2879.579984,2868.294811,2857.009638,2845.724465,2834.439292,2823.154119,2811.868946,2811.868946
Africa,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,1946.263828,1958.739718,1971.215609,1971.215609,1980.785565,1990.35552,1999.925476,1983.188823,1966.452171,1949.715518,1932.978865,1916.242212,1899.505559,1882.768907,1866.032254,1849.295601,1849.295601
Africa,Passenger,LDV_4W,Multipurpose Vehicle,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,9118.774562,8055.980647,6993.186732,6993.186732,7078.218195,7163.249657,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112,7248.28112
Africa,Passenger,LDV_4W,Multipurpose Vehicle,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,13312.37678,11530.37328,9748.369782,9748.369782,9565.631838,9382.893894,9200.155949,9173.555184,9146.95442,9120.353655,9093.75289,9067.152125,9040.551361,9013.950596,8987.349831,8960.749066,8960.749066
Africa,Passenger,LDV_4W,Multipurpose Vehicle,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,6770.891446,6854.880641,6938.869835,6938.869835,6999.634806,7060.399776,7121.164747,7081.714065,7042.263384,7002.812702,6963.36202,6923.911339,6884.460657,6845.009975,6805.559294,6766.108612,6766.108612
Africa,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,4868.860534,4223.821993,3578.783453,3578.783453,3619.704844,3660.626236,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627,3701.547627
Africa,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,7730.699945,6439.474156,5148.248368,5148.248368,5001.512478,4854.776588,4708.040699,4691.919023,4675.797347,4659.675672,4643.553996,4627.432321,4611.310645,4595.188969,4579.067294,4562.945618,4562.945618
Africa,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,3388.829071,3421.863076,3454.897081,3454.897081,3479.216359,3503.535638,3527.854916,3503.945412,3480.035908,3456.126404,3432.2169,3408.307396,3384.397892,3360.488388,3336.578884,3312.66938,3312.66938
Australia_NZ,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,3422.456486,3110.278273,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006,2798.10006
Australia_NZ,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,5182.327645,4371.421095,3560.514545,3560.514545,3449.63813,3338.761715,3227.8853,3220.519997,3213.154694,3205.789392,3198.424089,3191.058786,3183.693484,3176.328181,3168.962879,3161.597576,3161.597576
Australia_NZ,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,2999.322481,2982.937639,2966.552797,2966.552797,2955.62957,2944.706342,2933.783114,2922.859887,2911.936659,2901.013431,2890.090204,2879.166976,2868.243748,2857.32052,2846.397293,2835.474065,2835.474065
Australia_NZ,Passenger,LDV_4W,Large Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,6001.293126,5421.042359,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593
Australia_NZ,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,7512.653659,6476.149724,5439.645789,5439.645789,5298.199104,5156.752419,5015.305734,5006.233837,4997.16194,4988.090042,4979.018145,4969.946248,4960.874351,4951.802454,4942.730557,4933.658659,4933.658659
Australia_NZ,Passenger,LDV_4W,Large Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,4969.210411,4949.029082,4928.847753,4928.847753,4915.393533,4901.939314,4888.485094,4875.030875,4861.576655,4848.122436,4834.668216,4821.213997,4807.759777,4794.305558,4780.851338,4767.397119,4767.397119
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,8084.183548,7468.950849,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151,6853.718151
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,11168.96976,9687.929061,8206.888365,8206.888365,8004.607813,7802.327261,7600.046709,7586.872997,7573.699285,7560.525573,7547.351861,7534.178149,7521.004437,7507.830724,7494.657012,7481.4833,7481.4833
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,7436.77256,7407.46634,7378.160119,7378.160119,7358.622639,7339.085158,7319.547678,7300.010197,7280.472717,7260.935236,7241.397756,7221.860276,7202.322795,7182.785315,7163.247834,7143.710354,7143.710354
Australia_NZ,Passenger,LDV_4W,Midsize Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,6001.293126,5421.042359,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593,4840.791593
Australia_NZ,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,7512.653659,6476.149724,5439.645789,5439.645789,5298.199104,5156.752419,5015.305734,5006.233837,4997.16194,4988.090042,4979.018145,4969.946248,4960.874351,4951.802454,4942.730557,4933.658659,4933.658659
Australia_NZ,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,4969.210411,4949.029082,4928.847753,4928.847753,4915.393533,4901.939314,4888.485094,4875.030875,4861.576655,4848.122436,4834.668216,4821.213997,4807.759777,4794.305558,4780.851338,4767.397119,4767.397119
Brazil,Passenger,LDV_4W,Compact Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Mini Car,BEV,Electricity,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,Capital costs (other),2005$/veh,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
